municipio;codigo_ibge;tipo_captacao;nome_sistema;latitude;longitude;fonte;observacao
Lucas do Rio Verde;5105259;subterraneo;PT09;-13.004500;-55.562120;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Lucas do Rio Verde;5105259;subterraneo;PT 10;-13.003360;-55.560180;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Lucas do Rio Verde;5105259;subterraneo;PT 11;-13.002630;-55.555040;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Lucas do Rio Verde;5105259;subterraneo;PT 12;-13.001680;-55.555550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Lucas do Rio Verde;5105259;subterraneo;PT 13;-13.010840;-55.560740;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Lucas do Rio Verde;5105259;subterraneo;PT 14;-13.003690;-55.554100;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Sorriso;5107925;subterraneo;POLICIA RODOVIÁRIA FEDERAL;-12.697514;-55.811501;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Querência;5107065;subterraneo;Ponto 19;-12.331100;-52.273460;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Serra Nova Dourada;5107883;subterraneo;COHAB 01;-12.092056;-51.400483;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Serra Nova Dourada;5107883;subterraneo;COHAB 01;-12.053140;-51.240174;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Serra Nova Dourada;5107883;subterraneo;SETOR AEROPORTO;-12.088792;-51.396919;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Cuiabá;5103403;subterraneo;Ponto 1;-15.637813;-56.048050;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Várzea Grande;5108402;subterraneo;Ponto 1;-15.662372;-56.113778;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Várzea Grande;5108402;subterraneo;Ponto 2;-15.653178;-56.119528;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Várzea Grande;5108402;subterraneo;Ponto 3;-15.652500;-56.120583;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Várzea Grande;5108402;subterraneo;Ponto 4;-15.663750;-56.114444;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Campinápolis;5102603;subterraneo;Ponto 1;-14.534700;-52.791300;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Campinápolis;5102603;subterraneo;Ponto 2;-14.538600;-52.793700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 1;-15.668690;-55.988850;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 1;-15.669731;-55.980133;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 1;-15.603890;-56.101110;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Cuiabá;5103403;subterraneo;Ponto 1;-15.678100;-56.022920;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 2;-15.681340;-56.023810;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 3;-15.680340;-56.020640;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 4;-15.676590;-56.019560;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 1;-15.660000;-55.980000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Ponto 1;-15.595200;-56.089400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;PT 1;-15.674300;-55.949977;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;POÇO TAIAMA 25;-15.589711;-56.084431;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;PT 01;-15.586647;-56.077408;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Cuiabá;5103403;subterraneo;Ponto 1;-15.581969;-56.088800;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Cuiabá;5103403;subterraneo;Poço Tubular Profundo - RU;-15.608633;-56.066119;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;Poço Santa Rita;-15.602670;-56.088747;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;PT-01;-15.646300;-56.026020;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;PT 1;-15.621131;-56.083014;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Sorriso;5107925;subterraneo;PARQUE TECNOLÓGICO LUIS GIROLETTI;-12.833300;-56.183300;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;PT 3- ADM;-15.333019;-56.141322;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;PT 04 - LOG;-15.337425;-56.142414;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;PT 1;-15.584722;-56.121083;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;Ponto 1;-15.615900;-56.072510;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Cuiabá;5103403;subterraneo;Ponto 1;-15.642567;-56.020690;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Bom Jesus do Araguaia;5101852;subterraneo;POÇO ALÔ BRASIL;-12.164423;-51.697725;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Bom Jesus do Araguaia;5101852;subterraneo;POÇO POSTO AMORIM;-12.176251;-51.505670;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Bom Jesus do Araguaia;5101852;subterraneo;POÇO BODINHO;-12.173183;-51.505923;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Bom Jesus do Araguaia;5101852;subterraneo;POÇO POSTO CIDADE;-12.173758;-51.509073;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;Ponto 1;-11.871340;-55.597489;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Sinop;5107909;subterraneo;Ponto 1;-11.830004;-55.486684;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Sinop;5107909;subterraneo;Ponto 1;-11.873443;-55.474010;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Sinop;5107909;subterraneo;Ponto 1;-11.979695;-55.539764;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Juína;5105150;subterraneo;Poço;-11.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Juína;5105150;subterraneo;Poço do Hosp Municipal;-11.242700;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;Ponto 1;-11.950139;-55.419056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sinop;5107909;subterraneo;Ponto 1;-12.024667;-55.522917;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sinop;5107909;subterraneo;Ponto 1;-11.825972;-55.433833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sinop;5107909;subterraneo;Ponto 1;-11.872750;-55.386722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sinop;5107909;subterraneo;Ponto 1;-11.776556;-55.469500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sinop;5107909;subterraneo;Ponto 1;-11.866417;-55.520417;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Sinop;5107909;subterraneo;Ponto 1;-11.860278;-55.512500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Sinop;5107909;subterraneo;Ponto 1;-11.616111;-55.558056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402030;-51.226130;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402220;-51.226070;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402510;-51.226130;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 107;-11.402180;-51.227740;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 110;-11.402490;-51.227110;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 104;-11.402800;-51.227420;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402180;-51.227870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 118;-11.402300;-51.226740;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402430;-51.228120;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 105;-11.402680;-51.227470;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 102;-11.402910;-51.227450;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 100;-11.402970;-51.227510;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 106;-11.402390;-51.227470;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 108;-11.402180;-51.227240;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.403000;-51.227750;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 117;-11.402800;-51.226650;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 117;-11.402720;-51.226540;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 120;-11.402130;-51.226800;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 111;-11.407240;-51.223960;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 2;-11.403040;-51.228150;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.403020;-51.227940;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 109;-11.402240;-51.227210;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 101;-11.402980;-51.227240;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 118;-11.402850;-51.226970;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402960;-51.228160;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.402740;-51.227090;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 121;-11.408730;-51.224520;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 154;-11.406030;-51.223550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 126;-11.406560;-51.225770;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 122;-11.407550;-51.224600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 160;-11.406370;-51.225810;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 157;-11.405950;-51.224300;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 125;-11.406320;-51.225480;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 123;-11.406950;-51.225420;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 124;-11.406220;-51.225500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 159;-11.406350;-51.225140;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 155;-11.406230;-51.224080;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 158;-11.406040;-51.224870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;POÇO 04;-11.481990;-51.183320;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;CISTERNA VILMA;-11.413890;-51.204570;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 32;-11.483130;-51.233840;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 33;-11.492830;-51.205500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 34;-11.493110;-51.220600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 40;-11.411030;-51.245810;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 06;-11.414880;-51.194580;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 28;-11.431920;-51.225860;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 30;-11.434420;-51.210380;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 31;-11.435470;-51.223570;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 12;-11.405740;-51.215630;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 14;-11.404640;-51.184790;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;cisterna da maria;-11.415600;-51.210770;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 10;-11.413650;-51.184570;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 29;-11.432660;-51.203711;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 36;-11.433140;-51.233850;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 11;-11.413040;-51.183140;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 15;-11.403270;-51.183730;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 19;-11.084900;-51.213700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 26;-11.424830;-51.242390;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 05;-11.423670;-51.185720;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 17;-11.091190;-51.292630;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 22;-11.400890;-51.221590;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 09;-11.404320;-51.191660;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 27;-11.422210;-51.234150;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 25;-11.412380;-51.224290;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 35;-11.514630;-51.215870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 08;-11.404430;-51.192970;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 37;-11.474800;-51.225090;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 07;-11.415800;-51.200530;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 13;-11.412940;-51.185480;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 16;-11.090500;-51.155790;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 20;-11.093370;-51.212740;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 21;-11.085430;-51.223240;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 23;-11.411740;-51.223380;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 24;-11.411760;-51.221660;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 18;-11.084740;-51.213270;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 164;-11.404480;-51.226550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 165;-11.403520;-51.226760;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 163;-11.404460;-51.226430;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 136;-11.406880;-51.226920;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 135;-11.406090;-51.227140;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 129;-11.403910;-51.226440;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 166;-11.404330;-51.226430;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 133;-11.406820;-51.227420;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 167;-11.403780;-51.226670;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 2;-11.403790;-51.226670;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 130;-11.404330;-51.226310;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.406850;-51.227790;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 128;-11.407070;-51.227420;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 127;-11.406030;-51.227280;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 134';-11.406920;-51.227150;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.404820;-51.223870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 112;-11.404790;-51.223310;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 113;-11.404430;-51.223190;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 115;-11.404700;-51.223050;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.403270;-51.224810;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 156;-11.404210;-51.225110;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 153;-11.405030;-51.224270;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 151;-11.404600;-51.223440;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 116;-11.404650;-51.222890;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 114;-11.404090;-51.223130;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 131;-11.403700;-51.225900;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.404330;-51.223520;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 162;-11.405350;-51.225750;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 150;-11.404100;-51.223690;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 161;-11.404130;-51.225900;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 152;-11.404710;-51.223450;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 149;-11.404650;-51.223520;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 168;-11.404620;-51.226000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 169;-11.404540;-51.224480;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 145;-11.408210;-51.227450;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 147;-11.409370;-51.226330;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 144;-11.408010;-51.227470;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 146;-11.409770;-51.226850;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.408180;-51.227470;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 141;-11.405460;-51.228580;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 1;-11.404170;-51.228690;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 142;-11.403710;-51.228850;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 139;-11.404060;-51.228870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Alto Boa Vista;5100359;subterraneo;Ponto 140;-11.404020;-51.228670;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 138;-11.404690;-51.228640;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 148;-11.407600;-51.228630;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 143;-11.404980;-51.229480;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 137;-11.404570;-51.228680;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 62;-11.403010;-51.265280;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 64;-11.365810;-51.243090;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Alto Boa Vista;5100359;subterraneo;Ponto 64;-11.372700;-51.242460;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 57;-11.402580;-51.265350;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 39;-11.091700;-51.234060;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 44;-11.084870;-51.251720;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 50;-11.093260;-51.261420;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Boa Vista;5100359;subterraneo;Ponto 46;-11.080830;-51.255080;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 48;-11.091620;-51.264050;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Boa Vista;5100359;subterraneo;Ponto 42;-11.064930;-51.245740;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
